valid,0.9765666666666667
unique@1000,1.0
unique@10000,0.9982
FCD/Test,0.10935201577467524
SNN/Test,0.6260304483774681
Frag/Test,0.9993203943098773
Scaf/Test,0.9410929565606925
FCD/TestSF,0.5548271055251064
SNN/TestSF,0.5776450954852961
Frag/TestSF,0.9987468937460626
Scaf/TestSF,0.048529414736674714
IntDiv,0.8556487050010029
IntDiv2,0.8496316499309677
Filters,0.9970986790456361
logP,0.0008134809620670147
SA,0.00024660717573765645
QED,2.210211932397732e-07
NP,3.973238813181901e-06
weight,7.0457041678528185
Novelty,0.6870801919122687
