valid,0.9755
unique@1000,1.0
unique@10000,0.998
FCD/Test,0.0850792653221788
SNN/Test,0.6251373013369796
Frag/Test,0.9993671874905062
Scaf/Test,0.9371441936297022
FCD/TestSF,0.5410699195713136
SNN/TestSF,0.5780520984800823
Frag/TestSF,0.9983162704693337
Scaf/TestSF,0.06729450831948025
IntDiv,0.8555400730438841
IntDiv2,0.8495104147963523
Filters,0.9966854604476337
logP,0.0006220287368334798
SA,0.00030197561921541105
QED,1.0598808625507383e-06
NP,0.0004067299241244937
weight,0.35985834152188545
Novelty,0.6975060889849405
