FCD/Test,0.31134251515172195
FCD/TestSF,0.8566775737978958
Filters,0.9736072552285767
Frag/Test,0.9990058130837493
Frag/TestSF,0.9976896903984241
IntDiv,0.8561868226836009
IntDiv2,0.8499707503965952
NP,0.030687800328583092
Novelty,0.9481830417227456
QED,3.557578904685513e-05
SA,0.011191092726117291
SNN/Test,0.5391621828542558
SNN/TestSF,0.5144185855126968
Scaf/Test,0.8797448837398041
Scaf/TestSF,0.09847001652436549
logP,0.010308976140741999
unique@1000,1.0
unique@10000,0.9964
valid,0.8942995233050848
weight,36.14048456910541
