valid,0.9444
unique@1000,1.0
unique@10000,0.9997
FCD/Test,0.10160091128247473
SNN/Test,0.5778961485244158
Frag/Test,0.999590074563447
Scaf/Test,0.9175419024426043
FCD/TestSF,0.5641702836654616
SNN/TestSF,0.5486310018960465
Frag/TestSF,0.9979584730516968
Scaf/TestSF,0.1192732816193216
IntDiv,0.8557228342892104
IntDiv2,0.8498068467748102
Filters,0.9904701397712834
logP,0.00788593617449318
SA,0.0008180346182996012
QED,7.556759994923473e-06
NP,0.0008296017268624167
weight,9.575112541787803
Novelty,0.8994628595660471
