valid,0.062533
unique@1000,0.640000
unique@10000,0.592217
FCD/Test,25.370972
SNN/Test,0.377743
Frag/Test,0.547213
Scaf/Test,0.160987
FCD/TestSF,26.350996
SNN/TestSF,0.369827
Frag/TestSF,0.538382
Scaf/TestSF,0.065105
IntDiv,0.868956
IntDiv2,0.835987
Filters,0.917377
logP,0.735582
SA,0.544576
QED,0.265170
weight,176.158738
Novelty,1.000000
